claim_id,claim_text,evidence_id,evidence_text,claim_label
claim-2238,An article in Science magazine illustrated that a rise in carbon dioxide did not precede a rise in temperatures but actually lagged behind temperature rises by 200 to 1000 years,evidence-725977,On the other hand any doubling of the percentage of carbon dioxide in the air would raise the temperature of the earth surface by 4° and if the carbon dioxide were increased fourfold the temperature would rise by 8°,DISPUTED
claim-2238,An article in Science magazine illustrated that a rise in carbon dioxide did not precede a rise in temperatures but actually lagged behind temperature rises by 200 to 1000 years,evidence-855683,A 2009 article in Science showed warming from rising carbon dioxide should also lead to increased water vapor and additional warming doubling the warming effect of the carbon dioxide,DISPUTED
claim-2238,An article in Science magazine illustrated that a rise in carbon dioxide did not precede a rise in temperatures but actually lagged behind temperature rises by 200 to 1000 years,evidence-34759,Singer argues there is no evidence that global warming is attributable to human-caused increases in atmospheric carbon dioxide and that humanity would benefit if temperatures do rise,DISPUTED
claim-2844,The claim sea level isn t rising is based on blatantly doctored graphs and conspiracy theories that are contradicted by empirical observational data,evidence-298,A global warming conspiracy theory invokes claims that the scientific consensus on global warming is based on conspiracies to produce manipulated data or suppress dissent,SUPPORTS
claim-2844,The claim sea level isn t rising is based on blatantly doctored graphs and conspiracy theories that are contradicted by empirical observational data,evidence-1177943,Some elements are so firmly based on well-understood principles or for which the observational record is so clear that most scientists would agree that they are almost surely true adding CO2 to the atmosphere is dangerous sea level will continue to rise,SUPPORTS
claim-2844,The claim sea level isn t rising is based on blatantly doctored graphs and conspiracy theories that are contradicted by empirical observational data,evidence-665314,Some of the graphs show a positive trend e.g. increasing temperature over land and the ocean and sea level rise,SUPPORTS
claim-2844,The claim sea level isn t rising is based on blatantly doctored graphs and conspiracy theories that are contradicted by empirical observational data,evidence-1141115,Based on sea-level data from the Mississippi Delta the end of the Lake Agassiz–Ojibway LAO drainage occurred at 8.31 to 8.18 ka and ranges from 0.8 to 2.2 m. The sea-level data from the Rhine–Meuse Delta indicate a of near-instantaneous rise at 8.54 to 8.2 ka in addition to post-glacial sea-level rise,SUPPORTS
claim-2844,The claim sea level isn t rising is based on blatantly doctored graphs and conspiracy theories that are contradicted by empirical observational data,evidence-832223,The notion of graph spanners has been known in graph theory t-spanners are spanning subgraphs of graphs with similar dilation property where distances between graph vertices are defined in graph-theoretical terms,SUPPORTS
claim-789,Converting to these cleaner sources of energy may be somewhat costlier in the short term but they could ultimately pay for themselves by heading off climate damages and reducing health problems associated with dirty air,evidence-613900,These multiple benefits of energy efficiency include things such as reduced climate change impact reduced air pollution and improved health improved indoor conditions improved energy security and reduction of the price risk for energy consumers,SUPPORTS
claim-789,Converting to these cleaner sources of energy may be somewhat costlier in the short term but they could ultimately pay for themselves by heading off climate damages and reducing health problems associated with dirty air,evidence-550776,It is a health protection tool used to make decisions to reduce short-term exposure to air pollution by adjusting activity levels during increased levels of air pollution,SUPPORTS
claim-789,Converting to these cleaner sources of energy may be somewhat costlier in the short term but they could ultimately pay for themselves by heading off climate damages and reducing health problems associated with dirty air,evidence-240396,The Climate and Clean Air Coalition to Reduce Short-Lived Climate Pollutants CCAC was launched on 16 February 2012 to regulate short-lived climate pollutants SLCPs that together contribute up to 1/3 of global warming,SUPPORTS
claim-789,Converting to these cleaner sources of energy may be somewhat costlier in the short term but they could ultimately pay for themselves by heading off climate damages and reducing health problems associated with dirty air,evidence-153855,For example a tax on coal that included the increased health care costs associated with breathing polluted air the costs of acid rain damage and the costs of climate disruption would encourage investment in renewable technologies,SUPPORTS
claim-789,Converting to these cleaner sources of energy may be somewhat costlier in the short term but they could ultimately pay for themselves by heading off climate damages and reducing health problems associated with dirty air,evidence-1198397,Climate-disrupting fossil fuels are being replaced by clean climate-stabilizing non-depletable sources of energy,SUPPORTS
claim-1143,Skeptics have long pointed to ice gain in the Southern Hemisphere as evidence climate change wasn t occurring but scientists warned that it was caused by natural variations and circulations in the atmosphere,evidence-686469,Scientists have warned of the possibility under the influence of climate change of a sudden alteration in circulation patterns of ocean currents that could drastically alter the climate in some regions of the globe,DISPUTED
claim-1143,Skeptics have long pointed to ice gain in the Southern Hemisphere as evidence climate change wasn t occurring but scientists warned that it was caused by natural variations and circulations in the atmosphere,evidence-256977,Evidence exists that an eruption of this magnitude and sulfur content occurring during deglaciation could trigger a long-term positive feedback involving sea ice and oceanic circulation resulting in a cascade of climate shifts across the North Atlantic and the globe,DISPUTED
claim-1143,Skeptics have long pointed to ice gain in the Southern Hemisphere as evidence climate change wasn t occurring but scientists warned that it was caused by natural variations and circulations in the atmosphere,evidence-858970,Any human-induced changes in climate will occur against the background of natural climatic variations see attribution of recent climate change for more information,DISPUTED
claim-1143,Skeptics have long pointed to ice gain in the Southern Hemisphere as evidence climate change wasn t occurring but scientists warned that it was caused by natural variations and circulations in the atmosphere,evidence-677955,Climate change is caused by factors that include oceanic processes such as oceanic circulation biotic processes e.g. plants variations in solar radiation received by Earth plate tectonics and volcanic eruptions and human-induced alterations of the natural world,DISPUTED
claim-1143,Skeptics have long pointed to ice gain in the Southern Hemisphere as evidence climate change wasn t occurring but scientists warned that it was caused by natural variations and circulations in the atmosphere,evidence-380281,The climate change referred to may be due to natural causes e.g. changes in the sun output or due human activities e.g. changing the composition of the atmosphere,DISPUTED
claim-638,Mr. Singer is a professor emeritus of environmental science at the University of Virginia,evidence-613875,Siegfried Fred Singer born September 27 1924 is an Austrian-born American physicist and emeritus professor of environmental science at the University of Virginia,SUPPORTS
claim-638,Mr. Singer is a professor emeritus of environmental science at the University of Virginia,evidence-436547,Until 2007 he was research professor of environmental sciences at the University of Virginia where he had worked from 1980,SUPPORTS
claim-638,Mr. Singer is a professor emeritus of environmental science at the University of Virginia,evidence-1004899,He also serves as dean emeritus and professor of architecture at the College of Environmental Design at the University of California at Berkeley,SUPPORTS
claim-638,Mr. Singer is a professor emeritus of environmental science at the University of Virginia,evidence-1095912,He is Emeritus Professor at the Department of History and Philosophy of Science HPS at the University of Cambridge,SUPPORTS
claim-638,Mr. Singer is a professor emeritus of environmental science at the University of Virginia,evidence-951086,He is currently Professor Emeritus in the Department of Environmental Social and Spatial Change in Roskilde University Denmark and president of Novator Advanced Technology Consulting,SUPPORTS
claim-1293,Over time climate becomes a net problem by the 2070s the UN Climate Panel finds that global warming will likely cause damage equivalent to 0.2 per cent to 2 per cent of global GDP,evidence-35720,He asserts that global warming is not supported by a significant number of climate scientists and criticises how the UN Intergovernmental Panel on Climate Change IPCC presents evidence and data in particular citing its reliance on potentially inaccurate global climate models to make temperature projections,SUPPORTS
claim-1293,Over time climate becomes a net problem by the 2070s the UN Climate Panel finds that global warming will likely cause damage equivalent to 0.2 per cent to 2 per cent of global GDP,evidence-5055,According to the Intergovernmental Panel on Climate Change IPCC it is extremely likely that human influence was the dominant cause of global warming between 1951 and 2010,SUPPORTS
claim-1293,Over time climate becomes a net problem by the 2070s the UN Climate Panel finds that global warming will likely cause damage equivalent to 0.2 per cent to 2 per cent of global GDP,evidence-927370,The advertisements said the UN Climate Treaty isn t Global and it won t work and Americans will pay the price 50 cents more for every gallon of gasoline,SUPPORTS
claim-1293,Over time climate becomes a net problem by the 2070s the UN Climate Panel finds that global warming will likely cause damage equivalent to 0.2 per cent to 2 per cent of global GDP,evidence-540667,The Intergovernmental Panel on Climate Change IPCC reports that increased quantities of the greenhouse gas carbon dioxide within the atmosphere will very likely lead to higher average temperatures on a global scale global warming,SUPPORTS
claim-1293,Over time climate becomes a net problem by the 2070s the UN Climate Panel finds that global warming will likely cause damage equivalent to 0.2 per cent to 2 per cent of global GDP,evidence-1179974,This article is about the physical impacts of climate change the change referred to may be due to natural causes but in the political context is more likely to be that due to the result of human activity global warming,SUPPORTS
claim-1793,While summer maximums have showed little trend the annual average Arctic temperature has risen sharply in recent decades,evidence-482761,Typical data visualizations for Arctic sea ice include average monthly measurements or graphs for the annual minimum or maximum extent as shown in the adjacent images,DISPUTED
claim-1793,While summer maximums have showed little trend the annual average Arctic temperature has risen sharply in recent decades,evidence-803844,Arctic and Antarctic regions also receive very little precipitation during the year owing to the exceptionally cold dry air however both of them are generally classified as having polar climates because they have average summer temperatures below,DISPUTED
claim-1793,While summer maximums have showed little trend the annual average Arctic temperature has risen sharply in recent decades,evidence-1172097,As well as the regular seasonal cycle there has been an underlying trend of declining sea ice in the Arctic in recent decades,DISPUTED
claim-1793,While summer maximums have showed little trend the annual average Arctic temperature has risen sharply in recent decades,evidence-411345,A study of North Atlantic seasonal temperature variability during the Little Ice Age showed a significant decrease in maximum summer temperatures beginning in the late 13th century to early 14th century as much as lower than modern summer temperatures,DISPUTED
claim-1793,While summer maximums have showed little trend the annual average Arctic temperature has risen sharply in recent decades,evidence-961697,Taken collectively the observations presented in the NOAA report show convincing evidence of a sustained period of warm temperature anomalies in the Arctic supported by continued reduction in sea ice extent observed at both the winter maximum and summer minimum and widespread changes in Arctic vegetation,DISPUTED
claim-1631,The warming trend is the same in rural and urban areas measured by thermometers and satellites,evidence-1122793,Trend sceptics or deniers who deny there is global warming and argue that no significant climate warming is taking place at all claiming that the warming trend measured by weather stations is an artefact due to urbanisation around those stations urban heat island effect,DISPUTED
claim-1631,The warming trend is the same in rural and urban areas measured by thermometers and satellites,evidence-657030,From this he concluded that The post-1980 global warming trend from surface thermometers is not credible,DISPUTED
claim-1631,The warming trend is the same in rural and urban areas measured by thermometers and satellites,evidence-441733,Observations from weather balloons satellites and surface thermometers seemed to show the opposite behaviour more rapid warming of the surface than the troposphere,DISPUTED
claim-1631,The warming trend is the same in rural and urban areas measured by thermometers and satellites,evidence-494851,The claim that atmospheric data showed no warming trend was incorrect as the published satellite and balloon data at that time already showed a warming trend see satellite temperature record,DISPUTED
claim-1631,The warming trend is the same in rural and urban areas measured by thermometers and satellites,evidence-627281,The satellite records used to show much smaller warming trends for the troposphere which were considered to disagree with model prediction however following revisions to the satellite records the trends are now similar,DISPUTED
claim-382,The amount of energy used to construct solar and wind facilities is greater than they produce in their working lives,evidence-1111315,More recently it has been considered as a way to store energy produced from solar or wind power,REFUTES
claim-382,The amount of energy used to construct solar and wind facilities is greater than they produce in their working lives,evidence-742915,His most recent book is The Great Transition Shifting from Fossil Fuels to Solar and Wind Energy 2015 in which he explains that the global economy is now undergoing a transition from fossil and nuclear energy to clean power from solar wind and other renewable sources,REFUTES
claim-382,The amount of energy used to construct solar and wind facilities is greater than they produce in their working lives,evidence-67331,The improved flexibility of the smart grid permits greater penetration of highly variable renewable energy sources such as solar power and wind power even without the addition of energy storage,REFUTES
claim-382,The amount of energy used to construct solar and wind facilities is greater than they produce in their working lives,evidence-171652,The tax also applied to electricity produced by hydro and nuclear power but exempted renewable energy sources such as geothermal solar and wind,REFUTES
claim-382,The amount of energy used to construct solar and wind facilities is greater than they produce in their working lives,evidence-1024960,Energy is usually harvested onsite through energy producing technologies like solar and wind while reducing the overall use of energy with highly efficient lightning and heating ventilation and air conditioning HVAC technologies,REFUTES
claim-2052,"Nor is there any evidence that levels as high as 7,000 ppm of CO2 did or could cause ocean acidity",evidence-103287,Evidence from the geological record is consistent with the physics that shows that adding large amounts of carbon dioxide to the atmosphere warms the world and may lead to higher sea levels and flooding of low-lying coasts greatly changed patterns of rainfall increased acidity of the oceans and decreased oxygen levels in seawater,NOT_ENOUGH_INFO
claim-2052,"Nor is there any evidence that levels as high as 7,000 ppm of CO2 did or could cause ocean acidity",evidence-66273,Higher atmospheric CO2 concentrations have led to an increase in dissolved CO2 which causes ocean acidification,NOT_ENOUGH_INFO
claim-2052,"Nor is there any evidence that levels as high as 7,000 ppm of CO2 did or could cause ocean acidity",evidence-618811,For example through the early-mid Eocene volcanic outgassing the oxidation of methane stored in wetlands and seafloor gases increased atmospheric CO2 carbon dioxide concentrations to levels as high as 3500 ppm,NOT_ENOUGH_INFO
claim-2052,"Nor is there any evidence that levels as high as 7,000 ppm of CO2 did or could cause ocean acidity",evidence-829485,Ocean acidification is the increase in the acidity of the Earth oceans caused by the uptake of carbon dioxide from the atmosphere,NOT_ENOUGH_INFO
claim-2052,"Nor is there any evidence that levels as high as 7,000 ppm of CO2 did or could cause ocean acidity",evidence-510271,Rising levels of carbon dioxide are resulting in influx of this gas into the ocean increasing its acidity,NOT_ENOUGH_INFO
claim-2304,We expect to see record cold temperatures even during global warming,evidence-994854,Proxies can be combined to produce temperature reconstructions longer than the instrumental temperature record and can inform discussions of global warming and climate history,NOT_ENOUGH_INFO
claim-2304,We expect to see record cold temperatures even during global warming,evidence-458476,Because many such phenomena are very sensitive to small variations in climate especially to temperature phenological records can be a useful proxy for temperature in historical climatology especially in the study of climate change and global warming,NOT_ENOUGH_INFO
claim-2304,We expect to see record cold temperatures even during global warming,evidence-798926,Both greenhouse theory and computer models predict that global warming should be more rapid in the polar regions than anywhere else he says but in July the Antarctic experienced the coldest weather on record,NOT_ENOUGH_INFO
claim-2304,We expect to see record cold temperatures even during global warming,evidence-626239,Regional effects of global warming are long-term significant changes in the expected patterns of average weather of a specific region due to global warming,NOT_ENOUGH_INFO
claim-2304,We expect to see record cold temperatures even during global warming,evidence-8063,There are expected to be various long-term effects of global warming,NOT_ENOUGH_INFO
claim-622,A longer and warmer growing season also has an effect Dr. Overpeck said as plants take up more water further reducing stream flows,evidence-876383,Cold air can not settle over the vineyards and there is a constant flow of warmer air making the growing season here longer than in other parts of Wisconsin,DISPUTED
claim-622,A longer and warmer growing season also has an effect Dr. Overpeck said as plants take up more water further reducing stream flows,evidence-586240,While warmer temperatures create longer growing seasons and faster growth rates for plants it also increases the metabolic rate and number of breeding cycles of insect populations,DISPUTED
claim-622,A longer and warmer growing season also has an effect Dr. Overpeck said as plants take up more water further reducing stream flows,evidence-270388,As the climate warms it changes the nature of global rainfall evaporation snow stream flow and other factors that affect water supply and quality,DISPUTED
claim-622,A longer and warmer growing season also has an effect Dr. Overpeck said as plants take up more water further reducing stream flows,evidence-980899,Where relatively warm water bodies are present for example due to water evaporation from lakes lake-effect snowfall becomes a concern downwind of the warm lakes within the cold cyclonic flow around the backside of extratropical cyclones,DISPUTED
claim-622,A longer and warmer growing season also has an effect Dr. Overpeck said as plants take up more water further reducing stream flows,evidence-837216,To supply such a power plant with water a surface water system only needs enough storage capacity to fill in when average stream flow is below the power plant need,DISPUTED
claim-2245,Overall about 90 of the global warming occurs after the CO2 increase,evidence-35531,However recent research has found that CO2 uptake outpaces methane release in these areas of the ocean causing overall decreases in global warming,NOT_ENOUGH_INFO
claim-2245,Overall about 90 of the global warming occurs after the CO2 increase,evidence-518734,According to Rahn the authors provide overwhelming evidence that warming would occur with or without mankind increasing CO2 emissions or doing anything else,NOT_ENOUGH_INFO
claim-2245,Overall about 90 of the global warming occurs after the CO2 increase,evidence-598663,Therefore an increase in the overall forest cover around the world would tend to mitigate global warming,NOT_ENOUGH_INFO
claim-2245,Overall about 90 of the global warming occurs after the CO2 increase,evidence-272735,In connection with greenhouse gas emissions and global warming CO2 flooding sequesters underground and therefore offsets CO2 emissions elsewhere,NOT_ENOUGH_INFO
claim-2245,Overall about 90 of the global warming occurs after the CO2 increase,evidence-126737,Factors that may increase the probability of abrupt climate change include higher magnitudes of global warming warming that occurs more rapidly and warming that is sustained over longer time periods,NOT_ENOUGH_INFO
claim-2835,Arctic summer sea ice has shrunk by an area equal to Western Australia and might be all gone in a decade,evidence-942280,SEARCH focuses on how shrinking land ice diminishing sea ice and degrading permafrost impact Arctic and global systems,REFUTES
claim-2835,Arctic summer sea ice has shrunk by an area equal to Western Australia and might be all gone in a decade,evidence-93169,rising sea levels shrinking Arctic sea ice,REFUTES
claim-2835,Arctic summer sea ice has shrunk by an area equal to Western Australia and might be all gone in a decade,evidence-29963,Sea ice coverage in the Arctic has shrunk at a much faster rate than it has expanded in the Southern Ocean,REFUTES
claim-2835,Arctic summer sea ice has shrunk by an area equal to Western Australia and might be all gone in a decade,evidence-185095,The Arctic sea ice covers less area in the summer than in the winter,REFUTES
claim-2835,Arctic summer sea ice has shrunk by an area equal to Western Australia and might be all gone in a decade,evidence-949442,The Arctic sea ice covers less area in the summer than in the winter,REFUTES
claim-1314,Higher temperatures we re told will be deadly—killing thousands to tens of thousands of Americans,evidence-331969,In practice it excluded most African Americans and tens of thousands of poor whites for decades,SUPPORTS
claim-1314,Higher temperatures we re told will be deadly—killing thousands to tens of thousands of Americans,evidence-377658,It was the most violent riot in the history of Constantinople with nearly half the city being burned or destroyed and tens of thousands of people killed,SUPPORTS
claim-1314,Higher temperatures we re told will be deadly—killing thousands to tens of thousands of Americans,evidence-112448,Pesticides that evaporate into the atmosphere at relatively high temperature can be carried considerable distances thousands of kilometers by the wind to an area of lower temperature where they condense and are carried back to the ground in rain or snow,SUPPORTS
claim-1314,Higher temperatures we re told will be deadly—killing thousands to tens of thousands of Americans,evidence-874115,Ten Thousand Buddhas Monastery in Hong Kong,SUPPORTS
claim-1314,Higher temperatures we re told will be deadly—killing thousands to tens of thousands of Americans,evidence-505603,The band racked up close to a thousand performances across the globe and were known for a high-intensity blend of raw energy and profound musicianship,SUPPORTS
claim-2821,The fact that so many studies on climate change do n't bother to endorse the consensus position is significant because scientists have largely moved from what causing global warming onto discussing details of the problem eg how fast how soon impacts etc,evidence-793124,"They found 4,014 which discussed the cause of recent global warming and of these 97.1 endorsed the consensus position that humans are causing global warming",SUPPORTS
claim-2821,The fact that so many studies on climate change do n't bother to endorse the consensus position is significant because scientists have largely moved from what causing global warming onto discussing details of the problem eg how fast how soon impacts etc,evidence-1094467,The authors found that 3974 of the abstracts expressed a position on anthropogenic global warming and that 97.1 of those endorsed the consensus that humans are causing global warming,SUPPORTS
claim-2821,The fact that so many studies on climate change do n't bother to endorse the consensus position is significant because scientists have largely moved from what causing global warming onto discussing details of the problem eg how fast how soon impacts etc,evidence-98115,Climate scientists have reached a consensus that the earth is undergoing significant anthropogenic human-induced global warming,SUPPORTS
claim-2821,The fact that so many studies on climate change do n't bother to endorse the consensus position is significant because scientists have largely moved from what causing global warming onto discussing details of the problem eg how fast how soon impacts etc,evidence-1039468,A rebuttal was published by Richard Littlemore the senior writer at the climate change website DeSmogBlog who argues that the scientists that are portrayed by Solomon as climate change deniers do not deny that observed global warming is real but that they in fact rather quibble about the tiny details of climate research,SUPPORTS
claim-2821,The fact that so many studies on climate change do n't bother to endorse the consensus position is significant because scientists have largely moved from what causing global warming onto discussing details of the problem eg how fast how soon impacts etc,evidence-1077486,Despite this scientific consensus on climate change allegations have been made that scientists and institutions involved in global warming research are part of a global scientific conspiracy or engaged in a manipulative hoax,SUPPORTS
claim-666,while it s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice,evidence-402691,Nonetheless the extreme loss of this summer s sea ice cover and the slow onset of freeze-up portends lower than normal ice extent throughout autumn and winter and the ice that grows back is likely to be fairly thin,REFUTES
claim-666,while it s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice,evidence-451862,Steven Amstrup and other U.S. Geological Survey scientists have predicted two-thirds of the world polar bears may disappear by 2050 based on moderate projections for the shrinking of summer sea ice caused by climate change though the validity of this study has been debated,REFUTES
claim-666,while it s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice,evidence-1137728,Polar regions are characterized by the polar climate extremely cold temperatures heavy glaciation wherever there is sufficient precipitation to form permanent ice and extreme variations in daylight hours with twenty-four hours of daylight in summer and complete darkness at mid-winter,REFUTES
claim-666,while it s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice,evidence-687986,After a workers strike in February 1980 a couple of dolphins starved to death,REFUTES
claim-666,while it s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice,evidence-8711,A polar ice cap or polar ice sheet is a high-latitude region of a planet or moon that is covered in ice,REFUTES
claim-788,But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change,evidence-1039421,The speed at which a transition in the energy sector needs to take place will be historically rapid,SUPPORTS
claim-788,But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change,evidence-1080143,In light of the pressing need to reduce greenhouse gas emissions in the short term in order to mitigate the effects of climate change a number of environmental groups are opposing the large-scale use of forest biomass in energy production,SUPPORTS
claim-788,But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change,evidence-695609,An abrupt climate change occurs when the climate system is forced to transition to a new climate state at a rate that is determined by the climate system energy-balance and which is more rapid than the rate of change of the external forcing,SUPPORTS
claim-788,But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change,evidence-150348,If orbital forcing causes climate change science needs to explain why the observed effect is amplified compared to the theoretical effect,SUPPORTS
claim-788,But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change,evidence-972602,China is implementing some policies to mitigate the bad effects of climate change most of which aim to constrain coal consumption,SUPPORTS
claim-802,that likewise determined that the actual increases in warming post-2000 was generally smaller than trends estimated from the models,evidence-627281,The satellite records used to show much smaller warming trends for the troposphere which were considered to disagree with model prediction however following revisions to the satellite records the trends are now similar,SUPPORTS
claim-802,that likewise determined that the actual increases in warming post-2000 was generally smaller than trends estimated from the models,evidence-937820,He made the argument that the climate feedback system involving current warming trends was weaker than generally asserted coming to a conclusion that set his views apart from that of the IPCC estimates,SUPPORTS
claim-802,that likewise determined that the actual increases in warming post-2000 was generally smaller than trends estimated from the models,evidence-38904,The feedback due to water vapor is a major factor in determining how much warming would be expected to occur with increased atmospheric concentrations of carbon dioxide and all existing computer models assume positive feedback that is that as the climate warms the amount of water vapour held in the atmosphere will increase leading to further warming,SUPPORTS
claim-802,that likewise determined that the actual increases in warming post-2000 was generally smaller than trends estimated from the models,evidence-216542,A month before formal AR5 publication a leaked draft of the report noted that Models do not generally reproduce the observed reduction in surface warming trend over the last 10–15 years but lacked clear explanations and attracted wide media coverage,SUPPORTS
claim-802,that likewise determined that the actual increases in warming post-2000 was generally smaller than trends estimated from the models,evidence-122784,But there is increasing concern that man himself may be implicated not only in the recent cooling trend but also in the warming temperatures over the last century,SUPPORTS
claim-1827,Rob Portman voted for the bipartisan bill to affirm climate change is real humans significantly contribute to it and it needs to be addressed,evidence-477022,Portman would later co-sponsor an amendment to the 2017 Energy Bill that specifies climate change is real and human activity contributes to the problem,DISPUTED
claim-1827,Rob Portman voted for the bipartisan bill to affirm climate change is real humans significantly contribute to it and it needs to be addressed,evidence-269345,In January 2015 the Republican-led U.S. Senate voted 98–1 to pass a resolution acknowledging that climate change is real and is not a hoax however an amendment stating that human activity significantly contributes to climate change was supported by only five Republican senators,DISPUTED
claim-1827,Rob Portman voted for the bipartisan bill to affirm climate change is real humans significantly contribute to it and it needs to be addressed,evidence-249693,The agreement recognizes that climate change represents an urgent and potentially irreversible threat to human societies and the planet which needs to be urgently addressed by all parties,DISPUTED
claim-1827,Rob Portman voted for the bipartisan bill to affirm climate change is real humans significantly contribute to it and it needs to be addressed,evidence-195604,Because climate change is a major and growing driver of biodiversity loss and that biodiversity and ecosystem functions and services significantly contribute to climate change adaptation mitigation and disaster risk reduction proponents of ecosystem-based adaptation suggest that the resilience of vulnerable human populations and the ecosystem services upon which they depend are critical factors for sustainable development in a changing climate,DISPUTED
claim-1827,Rob Portman voted for the bipartisan bill to affirm climate change is real humans significantly contribute to it and it needs to be addressed,evidence-279160,Public opinion impacts on the issue of climate change because governments need willing electorates and citizens in order to implement policies that address climate change,DISPUTED
claim-1688,Those who contribute the least greenhouse gases will be most impacted by climate change,evidence-1136618,Unlike coal and natural gas they can generate electricity and fuels without releasing significant quantities of CO and other greenhouse gases that contribute to climate change however the greenhouse gas savings from a number of biofuels have been found to be much less than originally anticipated as discussed in the article Indirect land use change impacts of biofuels,SUPPORTS
claim-1688,Those who contribute the least greenhouse gases will be most impacted by climate change,evidence-5590,These emissions contribute to global climate change as methane is a potent greenhouse gas,SUPPORTS
claim-1688,Those who contribute the least greenhouse gases will be most impacted by climate change,evidence-850174,Carbon dioxide is the primary greenhouse gas that is contributing to recent climate change,SUPPORTS
claim-1688,Those who contribute the least greenhouse gases will be most impacted by climate change,evidence-65940,Livestock contributes to climate change both through the production of greenhouse gases and through destruction of carbon sinks such as rain-forests,SUPPORTS
claim-1688,Those who contribute the least greenhouse gases will be most impacted by climate change,evidence-577135,Even the most effective climate change mitigation through reduction of greenhouse gas GHG emissions or enhanced removal of these gases from the atmosphere through carbon sinks would not prevent further climate change impacts making the need for adaptation unavoidable,SUPPORTS
claim-366,Armed conflicts over resources may become a reality and have the potential to escalate into nuclear war,evidence-543560,As the disagreements escalated into armed conflicts both sects formed the first standing armies of warrior monks called,NOT_ENOUGH_INFO
claim-366,Armed conflicts over resources may become a reality and have the potential to escalate into nuclear war,evidence-62464,As the land resource base becomes less productive food security is compromised and competition for dwindling resources increases the seeds of famine and potential conflict are sown,NOT_ENOUGH_INFO
claim-366,Armed conflicts over resources may become a reality and have the potential to escalate into nuclear war,evidence-759417,In times of war and armed conflict collective punishment has resulted in atrocities and is a violation of the laws of war and the Geneva Conventions,NOT_ENOUGH_INFO
claim-366,Armed conflicts over resources may become a reality and have the potential to escalate into nuclear war,evidence-245245,During the years that followed conflict escalated in Overijssel,NOT_ENOUGH_INFO
claim-366,Armed conflicts over resources may become a reality and have the potential to escalate into nuclear war,evidence-9067,War is fought as a means of resolving territorial and other conflicts as war of aggression to conquer territory or loot resources in national self-defence or liberation or to suppress attempts of part of the nation to secede from it,NOT_ENOUGH_INFO
claim-967,He said We have had five warming cycles since about 900AD each followed by a dramatic cooling cycle,evidence-210566,Recent global warming is one of many natural cycles of warming and cooling in geologic history,SUPPORTS
claim-967,He said We have had five warming cycles since about 900AD each followed by a dramatic cooling cycle,evidence-815197,The fluid is then cooled compressed and reused closed cycle or less commonly dumped and cool fluid pulled in open cycle air engine,SUPPORTS
claim-967,He said We have had five warming cycles since about 900AD each followed by a dramatic cooling cycle,evidence-979681,They can be used as a space heater or cooler and are sometimes called reverse-cycle air conditioners,SUPPORTS
claim-967,He said We have had five warming cycles since about 900AD each followed by a dramatic cooling cycle,evidence-884134,The Toronto Star January 1 2007 review of the book says that Romm convincingly shoots down the arguments of those who claim global warming is a hoax or some kind of natural cycle not associated with human activities,SUPPORTS
claim-967,He said We have had five warming cycles since about 900AD each followed by a dramatic cooling cycle,evidence-512399,Measurement of life-cycle greenhouse gas emissions involves calculating the global-warming potential of electrical energy sources through life-cycle assessment of each energy source,SUPPORTS
claim-2886,As it happens the writer of that October 2009 e-mail—Kevin Trenberth a lead author of the warmist bible the 2007 Intergovernmental Panel on Climate Change IPCC report—told Congress two years ago that evidence for manmade warming is unequivocal,evidence-584152,The Intergovernmental Panel on Climate Change IPCC Fourth Assessment Report states that Anthropogenic warming could lead to some effects that are abrupt or irreversible depending upon the rate and magnitude of the climate change,SUPPORTS
claim-2886,As it happens the writer of that October 2009 e-mail—Kevin Trenberth a lead author of the warmist bible the 2007 Intergovernmental Panel on Climate Change IPCC report—told Congress two years ago that evidence for manmade warming is unequivocal,evidence-266932,He was a contributing author of the Fourth Assessment Report of the Intergovernmental Panel on Climate Change IPCC the work of the IPCC including the contributions of many scientists was recognised by the joint award of the 2007 Nobel Peace Prize,SUPPORTS
claim-2886,As it happens the writer of that October 2009 e-mail—Kevin Trenberth a lead author of the warmist bible the 2007 Intergovernmental Panel on Climate Change IPCC report—told Congress two years ago that evidence for manmade warming is unequivocal,evidence-237503,Sovacool is a Lead Author to the next Intergovernmental Panel on Climate Change IPCC Sixth Assessment Report AR6 on Mitigation and development pathways in the near-to mid-term,SUPPORTS
